Lat,Long,Venue_Type,Venue_Name,Created_On_Epoch,Created_On,Quarter,Year,Month
25.76895298,-80.36943734,atm,Athena Bitcoin Inc.,1553190659,3/21/2019,Quarter 1,2019,3
53.87141312,27.65999079,default,Услуги электрика,1530825073,7/5/2018,Quarter 3,2018,7
50.08333075,14.43460286,atm,BTC ATM,1553192285,3/21/2019,Quarter 1,2019,3
53.87139415,27.66018927,default,Магазин электрики,1530825340,7/5/2018,Quarter 3,2018,7
35.19816728,-106.6568828,atm,Coinme Bitcoin ATM,1530825365,7/5/2018,Quarter 3,2018,7
50.05378412,14.29078817,atm,Bitcoin ATM,1553191623,3/21/2019,Quarter 1,2019,3
45.57600574,13.73321056,default,Halo SUP,1565188781,8/7/2019,Quarter 3,2019,8
-3.056653569,-59.99501824,default,CITCOIN ,1565203794,8/7/2019,Quarter 3,2019,8
29.46880105,-98.62076998,atm,Coinme Bitcoin ATM,1530828593,7/5/2018,Quarter 3,2018,7
29.54185695,-95.14821053,atm,Coinme Bitcoin ATM,1530829608,7/5/2018,Quarter 3,2018,7
32.83032363,-97.20016479,atm,Coinme Bitcoin ATM,1530829975,7/5/2018,Quarter 3,2018,7
29.48774238,-98.50137949,atm,Coinme Bitcoin ATM,1530833966,7/5/2018,Quarter 3,2018,7
31.77656496,-106.5023071,atm,Coinme Bitcoin ATM,1530834847,7/5/2018,Quarter 3,2018,7
26.18521081,-98.23605537,atm,Coinme Bitcoin ATM,1530835329,7/6/2018,Quarter 3,2018,7
46.22435435,14.44288015,sports,Motocross Brnik,1548067942,1/21/2019,Quarter 1,2019,1
44.49124379,11.32012904,shopping,Foto Impressioni,1580544933,2/1/2020,Quarter 1,2020,2
45.80774313,9.084877968,shopping,La Borsetta Como,1580928664,2/5/2020,Quarter 1,2020,2
58.58082745,49.6519053,shopping,Tech-Bit.ru,1530890830,7/6/2018,Quarter 3,2018,7
10.49296004,-66.88392878,default,VenVape,1534083188,8/12/2018,Quarter 3,2018,8
9.545662866,100.0403452,transport,Samui Car Rentals,1540009106,10/20/2018,Quarter 4,2018,10
10.49785493,-66.88305974,default,Mente y Cuerpo Sano AC,1534083328,8/12/2018,Quarter 3,2018,8
46.17843158,7.575962663,food,Restaurant Mélèze,1565207228,8/7/2019,Quarter 3,2019,8
10.49467959,-66.87817812,shopping,Lionbroda,1534083548,8/12/2018,Quarter 3,2018,8
10.49340312,-66.87588215,shopping,Llaves y Algo Mas C.A,1534083711,8/12/2018,Quarter 3,2018,8
46.17839741,7.575863957,lodging,Hôtel Mélèze,1565207297,8/7/2019,Quarter 3,2019,8
10.49527036,-66.87594652,default,Leonard Rangel Entertainment,1534083868,8/12/2018,Quarter 3,2018,8
50.08116556,14.41946447,atm,BTC ATM,1553192945,3/21/2019,Quarter 1,2019,3
35.73146406,51.48226619,shopping,DGminer,1534094462,8/12/2018,Quarter 3,2018,8
50.09019745,14.42593396,shopping,QuickShirt.cz,1537621102,9/22/2018,Quarter 3,2018,9
50.07786767,14.4612211,atm,ATM,1553193292,3/21/2019,Quarter 1,2019,3
51.52774621,-0.0900632143,default,Sanemto Business,1534157346,8/13/2018,Quarter 3,2018,8
55.74484473,37.60285378,default,Sanemto Business,1534157616,8/13/2018,Quarter 3,2018,8
46.00552478,8.954527974,food,Taqueria el Chilicuil,1574324211,11/21/2019,Quarter 4,2019,11
10.49656792,-66.83548808,shopping,Mundo Copia 1825 CA,1534170292,8/13/2018,Quarter 3,2018,8
33.77598596,-84.29299414,atm,Athena Bitcoin Inc.,1553198389,3/21/2019,Quarter 1,2019,3
29.95561778,-95.54279566,atm,Athena Bitcoin Inc.,1553200220,3/21/2019,Quarter 1,2019,3
45.99489702,8.942763805,cafe,Ok Bar Gestioni SA,1574324335,11/21/2019,Quarter 4,2019,11
44.86635583,-93.46643329,default,Compute North,1534193996,8/13/2018,Quarter 3,2018,8
25.82727719,-80.19234717,atm,Athena Bitcoin Inc.,1553201277,3/21/2019,Quarter 1,2019,3
20.21049011,-87.46220112,cafe,lophophora,1534207704,8/14/2018,Quarter 3,2018,8
27.752391,-82.64697075,atm,Athena Bitcoin Inc.,1553202580,3/21/2019,Quarter 1,2019,3
47.11185288,7.230414748,default,B. Müller's Architekten AG,1534250519,8/14/2018,Quarter 3,2018,8
46.00549497,8.95378232,default,Cleo,1574324569,11/21/2019,Quarter 4,2019,11
46.00514845,8.954259753,shopping,Kellerhals-Carrard Lugano SA,1574324682,11/21/2019,Quarter 4,2019,11
17.50464916,-91.97960973,default,restaurante los pinos,1534269748,8/14/2018,Quarter 3,2018,8
31.54957495,-97.12250948,default,EasyBit Bitcoin ATM,1534282896,8/14/2018,Quarter 3,2018,8
37.64812933,-0.934138298,shopping,Comercial Mainfrime S.L,1534283245,8/14/2018,Quarter 3,2018,8
46.00732817,8.955595493,shopping,Mystic Shop,1574324761,11/21/2019,Quarter 4,2019,11
46.03659516,8.92460525,default,Studio Legale Trifone,1574326351,11/21/2019,Quarter 4,2019,11
10.9789847,-63.81856084,shopping,TodoMarket,1530910589,7/6/2018,Quarter 3,2018,7
52.3207436,17.37427175,default,iEnder,1534316525,8/15/2018,Quarter 3,2018,8
4.973975091,-73.81522357,lodging,La Juanita Finca Verde,1530898708,7/6/2018,Quarter 3,2018,7
2.19360818,-75.62867944,food,CP RESTAURANTE Y SALSAMENTARIA,1534976561,8/22/2018,Quarter 3,2018,8
4.701359299,-74.05019045,food,Cafe EntreVolcanes,1530899391,7/6/2018,Quarter 3,2018,7
30.25765859,-97.80735254,atm,Coinme Bitcoin ATM,1530899508,7/6/2018,Quarter 3,2018,7
29.96008421,-95.53901911,atm,Coinme Bitcoin ATM,1530909757,7/6/2018,Quarter 3,2018,7
-18.00161623,-70.24914622,food,Mostaza sanguchería,1530910133,7/6/2018,Quarter 3,2018,7
27.86254941,-101.124934,atm,La Esquina del Bitcoin,1553242162,3/22/2019,Quarter 1,2019,3
30.2842334,-97.74472833,atm,Coinme Bitcoin ATM,1530910258,7/6/2018,Quarter 3,2018,7
46.05723329,14.50826705,default,DOGET,1553265602,3/22/2019,Quarter 1,2019,3
33.0310094,-96.83242321,atm,Coinme Bitcoin ATM,1530910600,7/6/2018,Quarter 3,2018,7
-23.60630672,-46.4560318,shopping,Marianni,1530910701,7/6/2018,Quarter 3,2018,7
29.59689413,-98.35055351,atm,Coinme Bitcoin ATM,1530910934,7/6/2018,Quarter 3,2018,7
10.99456181,-63.81566405,default,Cakes Love Margarita,1530911417,7/6/2018,Quarter 3,2018,7
29.59115666,-95.62559009,atm,Coinme Bitcoin ATM,1530911446,7/6/2018,Quarter 3,2018,7
46.05221502,14.50840116,default,SENA FLORA,1553265432,3/22/2019,Quarter 1,2019,3
46.06682183,14.54149961,default,LashBox LA Slovenija,1553265781,3/22/2019,Quarter 1,2019,3
46.1598215,8.983377814,default,CMT Motor Camorino,1574326583,11/21/2019,Quarter 4,2019,11
46.00569245,8.955772519,default,Gioielleria Preziosi,1574327077,11/21/2019,Quarter 4,2019,11
46.00532357,8.954715729,cafe,Just Cafe,1574327247,11/21/2019,Quarter 4,2019,11
38.90918492,1.438994408,atm,BitBase Ibiza,1539101853,10/9/2018,Quarter 4,2018,10
49.08614283,19.5845139,shopping,mladý-vedec.eu,1539115498,10/9/2018,Quarter 4,2018,10
46.005685,8.95544529,food,Osteria dell' Indipendenza,1574328104,11/21/2019,Quarter 4,2019,11
32.67848144,-97.39817083,atm,Coinme Bitcoin ATM,1530911775,7/6/2018,Quarter 3,2018,7
49.1956188,16.61184847,food,Akvárna,1537634276,9/22/2018,Quarter 3,2018,9
33.79711009,-84.36941564,atm,Athena Bitcoin Inc.,1553269839,3/22/2019,Quarter 1,2019,3
27.96638466,-82.41455734,atm,Athena Bitcoin Inc.,1553270160,3/22/2019,Quarter 1,2019,3
33.97626776,-83.94440353,atm,Athena Bitcoin Inc.,1553271887,3/22/2019,Quarter 1,2019,3
46.00638922,8.958047032,food,Pizza Burger,1574328492,11/21/2019,Quarter 4,2019,11
48.71843584,-122.5033307,default,Palm Down Reiki and Massage Therapy,1539297180,10/11/2018,Quarter 4,2018,10
4.570335281,-74.10276679,shopping,fedequico/ropa/niños,1539301024,10/11/2018,Quarter 4,2018,10
33.77290028,-84.41690147,atm,Athena Bitcoin Inc.,1553271329,3/22/2019,Quarter 1,2019,3
33.68391621,-84.06193256,atm,Athena Bitcoin Inc.,1553273046,3/22/2019,Quarter 1,2019,3
40.43075855,-111.8434489,default,Passive BTC Income,1565214767,8/7/2019,Quarter 3,2019,8
56.37513745,9.144744873,shopping,adoniz.dk,1565228228,8/8/2019,Quarter 3,2019,8
46.0057558,8.957177997,default,Café à Porter,1574328736,11/21/2019,Quarter 4,2019,11
40.70880795,-4.080798626,shopping,Maribel Márquez,1553370180,3/23/2019,Quarter 1,2019,3
5.875111612,-75.56818609,default,Café internet Tecnofenix,1520217044,3/5/2018,Quarter 1,2018,3
42.44531137,-83.22134972,atm,International Bitcoin,1520434115,3/7/2018,Quarter 1,2018,3
4.643001246,-74.10219312,shopping,Carlos Arturo Diaz,1520435254,3/7/2018,Quarter 1,2018,3
32.96604306,-97.04262257,atm,Coinme Bitcoin ATM,1530912078,7/6/2018,Quarter 3,2018,7
40.56283496,-111.8946147,atm,Coinme Bitcoin ATM,1530912378,7/6/2018,Quarter 3,2018,7
-44.99492665,168.7490988,default,support Btc,1535174418,8/25/2018,Quarter 3,2018,8
46.19082366,9.023337364,cafe,Paprika Lounge Bar,1574329254,11/21/2019,Quarter 4,2019,11
2.191715189,-75.62350988,default,LAVAEXPRESS,1535548607,8/29/2018,Quarter 3,2018,8
21.94824017,-102.3418576,default,CERRAJERIA  24 horas Grupo Universo,1538499676,10/2/2018,Quarter 4,2018,10
49.07049571,13.10747266,lodging,Ferienwohnungen Irene ,1538655095,10/4/2018,Quarter 4,2018,10
46.00405296,8.950408101,default,Ottica Götte,1574329463,11/21/2019,Quarter 4,2019,11
10.50235943,-67.60674119,lodging,Posada Pittier,1534355836,8/15/2018,Quarter 3,2018,8
43.43098923,39.96281845,lodging,Отель ,1539336137,10/12/2018,Quarter 4,2018,10
10.50325611,-67.60730982,lodging,Posada del Sol,1534358773,8/15/2018,Quarter 3,2018,8
10.95699209,-63.86822462,shopping,Oh Key C.A,1530827838,7/5/2018,Quarter 3,2018,7
10.50599885,-67.60528207,nightlife,Shark Bar Choroni,1534363158,8/15/2018,Quarter 3,2018,8
33.59769966,-112.0134687,atm,Phoenix Crypto,1534907513,8/22/2018,Quarter 3,2018,8
46.21005656,9.039666653,default,Garage Golena SA,1574330465,11/21/2019,Quarter 4,2019,11
45.83821809,9.027875662,cafe,Dilo’s Cafe & Bar,1574330750,11/21/2019,Quarter 4,2019,11
46.00582659,8.957038522,food,Ristorante Parq,1574330927,11/21/2019,Quarter 4,2019,11
42.953898,-72.29624569,default,"Dr Sean Drower, DMD PC",1527690214,5/30/2018,Quarter 2,2018,5
22.14057138,-101.0010856,trezor retailer,ALDE TOYS,1534917641,8/22/2018,Quarter 3,2018,8
37.9363327,23.64054501,shopping,Anna Creations,1534922016,8/22/2018,Quarter 3,2018,8
48.84861502,2.378173005,cafe,Chez Camille,1535315571,8/26/2018,Quarter 3,2018,8
6.214569868,-75.57693601,shopping,Plataforma Digital,1574349346,11/21/2019,Quarter 4,2019,11
50.96453211,14.36654985,shopping,The World of Judaica,1534937666,8/22/2018,Quarter 3,2018,8
10.22611443,-64.6342206,attraction,HD Producciones,1530912426,7/6/2018,Quarter 3,2018,7
47.04182356,-122.9348499,atm,Coinme Bitcoin ATM,1530653632,7/3/2018,Quarter 3,2018,7
10.21995881,-64.63676333,shopping,Joyeria Mar De Cristal,1530912651,7/6/2018,Quarter 3,2018,7
10.19126978,-64.69189882,default,Dash Lecheria,1530912870,7/6/2018,Quarter 3,2018,7
10.49558684,-66.84892058,transport,Cripto Cabs,1534950313,8/22/2018,Quarter 3,2018,8
10.18871435,-64.69363689,default,Linea Blanca Services,1530913052,7/6/2018,Quarter 3,2018,7
10.16123697,-64.69311118,default,D&A Soluciones Tecnologicas c.a,1530913326,7/6/2018,Quarter 3,2018,7
10.50481736,-66.90608382,sports,Gym Fittness Place Sport Centre,1534950993,8/22/2018,Quarter 3,2018,8
45.46708355,9.191393852,default,TopLife Concierge,1535003615,8/23/2018,Quarter 3,2018,8
10.50807699,-66.8333745,grocery,Licorería Ávila ,1534951535,8/22/2018,Quarter 3,2018,8
4.626067682,-74.14140701,food,kubay,1536370052,9/8/2018,Quarter 3,2018,9
4.608139158,-74.06886935,default,kubay tadeo,1536371461,9/8/2018,Quarter 3,2018,9
33.54953629,36.21162951,default,wassim,1536420146,9/8/2018,Quarter 3,2018,9
-5.195471081,-80.63192368,default,CriptoExchange,1536429167,9/8/2018,Quarter 3,2018,9
10.14680036,-64.70039606,default,Mapet CA,1530913642,7/6/2018,Quarter 3,2018,7
9.075908059,-62.07584381,default,Serv Tecnico Computadoras GaleaNet,1530913931,7/6/2018,Quarter 3,2018,7
8.296049727,-62.73463726,food,El Portal Grill,1530914336,7/6/2018,Quarter 3,2018,7
8.294584638,-62.72487402,default,Dash Guayana,1530914492,7/6/2018,Quarter 3,2018,7
8.275208855,-62.76770353,default,GuayanaDev,1530915312,7/6/2018,Quarter 3,2018,7
38.26017944,-122.0536423,atm,Coinme Bitcoin ATM,1530823180,7/5/2018,Quarter 3,2018,7
8.129196435,-63.52732658,default,Kaleidoscope - Recicla Tus Bombillos,1530915553,7/6/2018,Quarter 3,2018,7
31.77544311,-106.3796926,atm,Coinme Bitcoin ATM,1530909103,7/6/2018,Quarter 3,2018,7
37.77572672,-122.2239733,atm,Coinme Bitcoin ATM,1530916769,7/6/2018,Quarter 3,2018,7
34.15699303,-118.4375954,atm,Coinme Bitcoin ATM,1530917547,7/6/2018,Quarter 3,2018,7
30.38918349,-91.08805418,atm,Coinme Bitcoin ATM,1530918025,7/6/2018,Quarter 3,2018,7
8.883545247,-64.21623588,shopping,Ventas Movil Online,1530921171,7/6/2018,Quarter 3,2018,7
8.895184011,-64.16073561,default,Disarc,1530921387,7/6/2018,Quarter 3,2018,7
-26.81462766,27.80228198,default,Cheeky Dance Studio,1530948370,7/7/2018,Quarter 3,2018,7
31.24894728,34.77485597,default,Quartz,1530961512,7/7/2018,Quarter 3,2018,7
45.7122178,-73.51269722,atm,Guichet Bitcoin ATM @ Klub Athletik Terrebonne Lachenaie,1553451669,3/24/2019,Quarter 1,2019,3
34.13967889,-118.2012659,shopping,Fast Tax Services,1539709714,10/16/2018,Quarter 4,2018,10
6.247787414,-75.59041142,default,Moto Jimez,1574350481,11/21/2019,Quarter 4,2019,11
3.4406421,-76.5198344,default,ArkoCocinas,1530984167,7/7/2018,Quarter 3,2018,7
48.8459656,9.157501459,shopping,Waldkönig,1531039845,7/8/2018,Quarter 3,2018,7
-1.277741368,-78.61580372,default,SINELEC SA,1534374684,8/15/2018,Quarter 3,2018,8
-19.92033589,-43.94180954,lodging,Hospedaria ABP,1531084632,7/8/2018,Quarter 3,2018,7
34.13978989,-118.2012713,trezor retailer,LA Bitcoin Club,1539709820,10/16/2018,Quarter 4,2018,10
28.06100314,-16.73354566,atm,ATM Palm Beach Surf Shop,1539709608,10/16/2018,Quarter 4,2018,10
4.647791975,-74.14048433,default,Motolavado,1539721983,10/16/2018,Quarter 4,2018,10
52.1688256,5.402290821,default,Doornbos e-scooters,1553457297,3/24/2019,Quarter 1,2019,3
43.70658527,-79.39812899,shopping,CityVaporizer,1531101055,7/9/2018,Quarter 3,2018,7
37.78714023,-122.4079674,shopping,Simayof Jewelry,1531104174,7/9/2018,Quarter 3,2018,7
50.07109217,14.45838332,cafe,Nofech Pâtisserie,1531137304,7/9/2018,Quarter 3,2018,7
39.46416169,-0.3481292725,sports,Diving Valencia,1531140065,7/9/2018,Quarter 3,2018,7
23.10960031,-82.42384851,default,promocion.bid,1531141964,7/9/2018,Quarter 3,2018,7
40.75759514,-73.99073124,sports,Targets4Free,1534376443,8/15/2018,Quarter 3,2018,8
55.79047317,-3.979797363,default,XMan Turbos,1531157006,7/9/2018,Quarter 3,2018,7
45.72369367,-122.4785471,default,ProteX NW,1531157523,7/9/2018,Quarter 3,2018,7
45.72353263,-122.478531,transport,Pacific River Transport,1531157636,7/9/2018,Quarter 3,2018,7
50.09842243,14.43120182,default,MON NOM STUDIO Architecture,1531166705,7/9/2018,Quarter 3,2018,7
-4.435766176,-41.44995689,default,Odontologia,1534384863,8/16/2018,Quarter 3,2018,8
32.65468714,51.65748417,lodging,"Hi, Deh!",1534410294,8/16/2018,Quarter 3,2018,8
50.10407929,14.46436465,default,K2N LANDSCAPE,1531211588,7/10/2018,Quarter 3,2018,7
38.41136531,27.13674545,shopping,Havuza Dair,1519137588,2/20/2018,Quarter 1,2018,2
35.14671377,-90.04906297,default,Osborn Psychiatry,1565229552,8/8/2019,Quarter 3,2019,8
46.09482228,14.47123647,default,Triana,1565250272,8/8/2019,Quarter 3,2019,8
44.48802158,11.33507431,lodging,B&B Central Avenue,1581435850,2/11/2020,Quarter 1,2020,2
46.74753984,7.62652874,default,Webagentur Wymann,1531228182,7/10/2018,Quarter 3,2018,7
32.08046557,34.79001045,default,Dr Crypto Botox,1540011918,10/20/2018,Quarter 4,2018,10
47.368885,8.538259864,default,CC Finanz und Treuhand AG,1531228602,7/10/2018,Quarter 3,2018,7
56.8359801,60.61453879,atm,Bit Money Group,1539760351,10/17/2018,Quarter 4,2018,10
-34.60360314,-58.48962307,default,MDG diseño grafico - graphic design,1531238601,7/10/2018,Quarter 3,2018,7
53.14723685,16.73504233,food,Szalone Nieloty,1534412664,8/16/2018,Quarter 3,2018,8
4.615576904,-74.10335183,shopping,Servigames,1531241061,7/10/2018,Quarter 3,2018,7
59.44931271,24.88656521,cafe,ComandoR Grill - Restoran,1553508799,3/25/2019,Quarter 1,2019,3
4.608978648,-74.09926414,shopping,Carpas Y Cubrimientos C&C SAS,1531241539,7/10/2018,Quarter 3,2018,7
46.07554535,18.22595358,cafe,Kisülés Kávéműhely,1531252508,7/10/2018,Quarter 3,2018,7
41.70471126,1.541529894,default,WineisVino,1531258190,7/10/2018,Quarter 3,2018,7
47.04856783,8.611355424,default,1x1 für Indien,1531304765,7/11/2018,Quarter 3,2018,7
-15.78667344,-47.88940966,default,CTS by debit®,1534450663,8/16/2018,Quarter 3,2018,8
42.94259237,-72.31257997,default,Keene Website Designers LLC,1531339860,7/11/2018,Quarter 3,2018,7
45.49244238,-73.55774224,atm,Guichet Bitcoin ATM @ World Gym Griffintown,1553452368,3/24/2019,Quarter 1,2019,3
6.210159546,-75.56856215,shopping,Encordados y raquetas,1574352836,11/21/2019,Quarter 4,2019,11
25.69453787,-100.3579509,attraction,Amanzia,1531354976,7/12/2018,Quarter 3,2018,7
36.13676564,-115.1463318,default,803 Mine LLC,1531358800,7/12/2018,Quarter 3,2018,7
45.50609125,-73.56173873,atm,Guichet Bitcoin ATM @ Dépanneur Express Services,1553452149,3/24/2019,Quarter 1,2019,3
6.212890004,-75.57305217,lodging,Aura Hostel Boutique,1574353589,11/21/2019,Quarter 4,2019,11
6.213732603,-75.57148039,lodging,AIR guest house CAFE,1574354210,11/21/2019,Quarter 4,2019,11
6.213236643,-75.57247281,lodging,Bandido Hstl & Drinks,1574348780,11/21/2019,Quarter 4,2019,11
6.211119474,-75.57205439,default,Audio Glass,1574354773,11/21/2019,Quarter 4,2019,11
46.03605146,14.47815657,default,Biljardnica Direkt Bar,1582031980,2/18/2020,Quarter 1,2020,2
35.01083333,134.5486325,food,楠風亭,1531377672,7/12/2018,Quarter 3,2018,7
41.45678721,2.243490815,default,COwork40 Coworking,1531408620,7/12/2018,Quarter 3,2018,7
-34.6073562,-58.3747226,default,Crypto Rocket Group,1565293645,8/8/2019,Quarter 3,2019,8
48.76129178,17.83496261,shopping,Elektroinštala s r.o.,1531425548,7/12/2018,Quarter 3,2018,7
4.579768359,-74.09422142,default,Jeisson riaza,1539888854,10/18/2018,Quarter 4,2018,10
46.06634914,14.54425156,shopping,"Estela Trgovsko-Proizvodno Podjetje, D.O.O.",1542707223,11/20/2018,Quarter 4,2018,11
49.83795477,-119.6095705,default,Hosting.express,1531448910,7/13/2018,Quarter 3,2018,7
10.18315993,-64.67900276,default,Lecheria Trading,1531493211,7/13/2018,Quarter 3,2018,7
54.37996688,18.61625254,default,Dyskrecja,1553603960,3/26/2019,Quarter 1,2019,3
47.60456439,-122.3306823,atm,Coinme Bitcoin ATM,1531517268,7/13/2018,Quarter 3,2018,7
-33.99023505,18.54251862,default,Leafboxes,1515074787,1/4/2018,Quarter 1,2018,1
30.08135401,-97.84218907,shopping,Two blessed barbershop,1514930492,1/2/2018,Quarter 1,2018,1
20.67128534,-103.4081715,attraction,BlackSax,1531538353,7/14/2018,Quarter 3,2018,7
15.52422965,-88.0337745,shopping,Grupo Digital Honduras,1531524207,7/13/2018,Quarter 3,2018,7
50.10025995,14.46900487,default,berrini,1531571156,7/14/2018,Quarter 3,2018,7
40.46582124,-3.689260483,default,Internet English Classes,1534503732,8/17/2018,Quarter 3,2018,8
40.41936098,-3.693294525,default,Internet English Classes,1534503704,8/17/2018,Quarter 3,2018,8
39.39717051,-76.56715393,default,Pest Czar,1514849432,1/1/2018,Quarter 1,2018,1
45.42882062,11.89507663,default,Mario Barusco,1514902608,1/2/2018,Quarter 1,2018,1
47.25406776,-122.4728394,default,Relaxed Rabbit Massage Therapy,1514912444,1/2/2018,Quarter 1,2018,1
4.597307683,-74.11385179,default,Foamerica Bitcore,1514917582,1/2/2018,Quarter 1,2018,1
38.74518466,-9.137894511,default,RepliCálculo,1514918210,1/2/2018,Quarter 1,2018,1
34.66994092,33.03987443,shopping,Ancora1919,1514920222,1/2/2018,Quarter 1,2018,1
50.02284759,14.51222062,default,weblate.org,1514921389,1/2/2018,Quarter 1,2018,1
-23.54219764,-47.46543825,default,Tarso Todesco Arquitetura e Design,1514929854,1/2/2018,Quarter 1,2018,1
50.10530761,14.43480134,default,MN/Architektura,1514936214,1/2/2018,Quarter 1,2018,1
50.36939038,30.45217037,default,Nirvana Club,1514941834,1/3/2018,Quarter 1,2018,1
44.31795305,4.685668945,shopping,Le Scam shop,1514972528,1/3/2018,Quarter 1,2018,1
51.50727003,-0.1401400566,shopping,Sharps Pixley ,1514976073,1/3/2018,Quarter 1,2018,1
55.6871958,21.18618429,shopping,Wittson Custom Ti Cycles,1515079340,1/4/2018,Quarter 1,2018,1
40.09117231,18.42321932,default,Studio Caroppo Claudio,1515095702,1/4/2018,Quarter 1,2018,1
43.5649769,11.53022647,default,Prospettica,1514826645,1/1/2018,Quarter 1,2018,1
51.60980212,-0.2684676647,shopping,MKW Surfaces,1514977346,1/3/2018,Quarter 1,2018,1
51.93074143,4.405549765,default,Snel.com B.V.,1514981584,1/3/2018,Quarter 1,2018,1
51.9308142,4.405437112,shopping,Trendymeubels.nl,1514981688,1/3/2018,Quarter 1,2018,1
51.9234869,4.431647658,default,Hostner.com,1514981808,1/3/2018,Quarter 1,2018,1
53.9362362,27.54264414,shopping,Магазин 3D ручек,1514982425,1/3/2018,Quarter 1,2018,1
44.31512814,9.32788074,shopping,Risso Cornici,1514985199,1/3/2018,Quarter 1,2018,1
46.55428622,15.65239012,shopping,Estela,1542707291,11/20/2018,Quarter 4,2018,11
-24.97350275,-53.42586994,default,JB informatica,1515038043,1/4/2018,Quarter 1,2018,1
13.59910695,100.6066132,default,Computer Music Cave,1514994097,1/3/2018,Quarter 1,2018,1
41.32875639,19.8149693,default,Studio EON,1515004543,1/3/2018,Quarter 1,2018,1
43.61078357,13.32756937,default,Eon Impresa,1515004715,1/3/2018,Quarter 1,2018,1
